Gss year for this respondent                       ,Respondent id number,Number of hours worked last week,Marital status,Number of children,Age of respondent,Highest year of school completed,General happiness,Happiness of marriage,Condition of health,Is life exciting or dull,Spend evening with relatives,Spend evening with friends,Spend evening at bar,Job or housework,Subjective class identification,Satisfaction with financial situation,Sex before marriage,Suicide if bankrupt,Have gun in home,Hours per day watching tv,Family income in constant $
2010,40,Not applicable,Married,2,69,18,Very happy,Very happy,Excellent,Exciting,Sev times a week,Sev times a week,Sev times a year,Not applicable,Middle class,Satisfied,Not wrong at all,No,Yes,2,119606
2010,77,Not applicable,Married,4,44,12,Pretty happy,Very happy,Good,Exciting,Sev times a mnth,Once a month,Sev times a year,Not applicable,Working class,More or less,Not wrong at all,No,No,3,72520
2010,78,68,Married,3,58,12,Not too happy,Very happy,Good,Exciting,Sev times a week,Sev times a year,Never,Very satisfied,Working class,Not at all sat,Not wrong at all,No,Yes,3,72520
2010,89,40,Married,2,60,12,Pretty happy,Very happy,Good,Routine,Sev times a week,Once a month,Once a year,Mod. satisfied,Working class,More or less,Sometimes wrong,Yes,No,3,34965
2010,95,38,Married,3,39,16,Very happy,Very happy,Good,Routine,Almost daily,Sev times a mnth,Sev times a year,Very satisfied,Working class,Not at all sat,Not wrong at all,No,No,2,72520
2010,102,32,Married,1,31,11,Pretty happy,Pretty happy,Fair,Routine,Sev times a week,Once a month,Once a month,A little dissat,Working class,More or less,Sometimes wrong,No,No,2,1036
2010,109,60,Married,2,51,16,Pretty happy,Pretty happy,Excellent,Routine,Sev times a year,Sev times a week,Sev times a year,Very satisfied,Middle class,Satisfied,Not wrong at all,No,No,3,119606
2010,110,40,Married,3,43,18,Very happy,Very happy,Excellent,Exciting,Sev times a week,Once a month,Never,Very satisfied,Working class,More or less,Not wrong at all,No,No,0,119606
2010,120,12,Married,2,33,12,Very happy,Pretty happy,Good,Routine,Sev times a year,Once a month,Once a month,Mod. satisfied,Working class,More or less,Not wrong at all,No,No,2,8418
2010,129,89,Married,1,72,18,Very happy,Very happy,Excellent,Exciting,Sev times a year,Sev times a week,Never,Mod. satisfied,Middle class,Satisfied,Not wrong at all,No,No,2,51800
2010,132,40,Married,2,45,8,Not too happy,Pretty happy,Good,Exciting,Once a year,Never,Never,Mod. satisfied,Middle class,Not at all sat,Always wrong,No,No,1,19425
2010,138,24,Married,2,35,12,Pretty happy,Very happy,Excellent,Exciting,Sev times a mnth,Sev times a year,Once a year,Very satisfied,Working class,More or less,Always wrong,No,Yes,1,51800
2010,140,24,Married,2,66,16,Pretty happy,Pretty happy,Fair,Routine,Almost daily,Sev times a mnth,Never,Mod. satisfied,Middle class,More or less,Almst always wrg,No,No,1,42735
2010,141,50,Married,1,28,15,Very happy,Very happy,Good,Exciting,Almost daily,Sev times a year,Never,Mod. satisfied,Middle class,More or less,Always wrong,Don't know,No,0,62160
2010,144,45,Married,4,48,16,Pretty happy,Pretty happy,Good,Routine,Sev times a mnth,Sev times a week,Sev times a year,Very satisfied,Middle class,More or less,Not wrong at all,Yes,No,0,119606
2010,151,25,Married,2,68,20,Not too happy,Pretty happy,Fair,Routine,Sev times a year,Sev times a year,Never,Mod. satisfied,Working class,More or less,Sometimes wrong,No,No,2,119606
2010,153,62,Married,5,30,13,Pretty happy,Very happy,Good,Routine,Almost daily,Once a month,Sev times a week,Very satisfied,Working class,Satisfied,Not wrong at all,Yes,No,2,42735
2010,155,40,Married,2,36,6,Pretty happy,Pretty happy,Good,Exciting,Once a year,Once a month,Never,Very dissatisfied,Working class,More or less,Not wrong at all,No,No,2,23310
2010,179,50,Married,0,34,17,Very happy,Very happy,Good,Exciting,Sev times a year,Sev times a week,Once a month,Very satisfied,Middle class,More or less,Not wrong at all,No,No,1,51800
2010,196,Not applicable,Married,3,64,18,Very happy,Very happy,Good,Routine,Sev times a year,Once a month,Never,Not applicable,Middle class,Satisfied,Not wrong at all,Yes,Yes,2,62160
2010,206,Not applicable,Married,3,60,13,Pretty happy,Very happy,Good,Exciting,Once a month,Sev times a week,Once a year,Very satisfied,Working class,Not at all sat,Always wrong,No,Yes,6,42735
2010,209,40,Married,1,38,17,Very happy,Very happy,Excellent,Exciting,Sev times a mnth,Once a month,Once a month,Mod. satisfied,Middle class,More or less,Not wrong at all,No,No,1,72520
2010,210,Not applicable,Married,1,34,16,Pretty happy,Pretty happy,Good,Routine,Sev times a week,Sev times a mnth,Once a month,Very satisfied,Working class,More or less,Not wrong at all,Yes,No,2,16835
2010,223,Not applicable,Married,1,60,17,Pretty happy,Pretty happy,Good,Exciting,Once a month,Sev times a year,Never,Not applicable,Middle class,More or less,Sometimes wrong,No,No,3,119606
2010,238,37,Married,3,48,15,Pretty happy,Pretty happy,Good,Exciting,Once a month,Once a month,Sev times a year,Very dissatisfied,Middle class,Not at all sat,Not wrong at all,No,Yes,2,34965
2010,248,Not applicable,Married,2,59,19,Very happy,Very happy,Excellent,Exciting,Sev times a mnth,Sev times a year,Never,Mod. satisfied,Working class,More or less,Always wrong,No,Yes,1,42735
2010,252,Not applicable,Married,2,65,13,Pretty happy,Pretty happy,Poor,Routine,Sev times a year,Once a month,Never,Not applicable,Middle class,Satisfied,Always wrong,No,No,8,34965
2010,255,Not applicable,Married,2,27,14,Very happy,Very happy,Excellent,Exciting,Sev times a week,Sev times a week,Sev times a year,Very satisfied,Working class,More or less,Sometimes wrong,No,No,2,62160
2010,267,6,Married,3,76,16,Pretty happy,Very happy,Good,Exciting,Sev times a mnth,Once a month,Never,Very satisfied,Upper class,More or less,Sometimes wrong,No,Yes,3,119606
2010,276,40,Married,2,38,10,Very happy,Very happy,Good,Exciting,Once a month,Once a month,Never,A little dissat,Lower class,Not at all sat,Sometimes wrong,No,No,1,7123
2010,277,16,Married,0,25,12,Not too happy,Pretty happy,Good,Routine,Sev times a mnth,Sev times a week,Never,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,No,4,23310
2010,283,52,Married,2,47,16,Very happy,Very happy,Good,Exciting,Almost daily,Sev times a mnth,Once a year,Very satisfied,Middle class,More or less,Not wrong at all,No,Yes,3,119606
2010,285,15,Married,2,48,13,Pretty happy,Pretty happy,Good,Don't know,Sev times a year,Sev times a year,Never,Mod. satisfied,Working class,More or less,Not wrong at all,No,No,3,34965
2010,298,Not applicable,Married,2,53,13,Pretty happy,Pretty happy,Fair,Exciting,Never,Sev times a week,Never,Not applicable,Working class,Not at all sat,Always wrong,No,No,4,8418
2010,302,Not applicable,Married,2,65,20,Not too happy,Not too happy,Good,Routine,Sev times a mnth,Sev times a week,Once a month,Not applicable,Middle class,Satisfied,Not wrong at all,No,Yes,2,119606
2010,307,30,Married,3,72,12,Not too happy,Pretty happy,Good,Routine,Sev times a mnth,Sev times a year,Never,Very satisfied,Middle class,Satisfied,Sometimes wrong,No,Yes,4,119606
2010,313,42,Married,1,39,16,Pretty happy,Very happy,Good,Exciting,Sev times a year,Sev times a mnth,Sev times a mnth,Very satisfied,Middle class,More or less,Not wrong at all,No,Yes,3,62160
2010,331,Not applicable,Married,3,43,12,Very happy,Very happy,Excellent,Routine,Sev times a week,Never,Never,Not applicable,Working class,More or less,Almst always wrg,No,No,4,16835
2010,348,Not applicable,Married,3,35,13,Very happy,Very happy,Good,Routine,Sev times a week,Sev times a week,Never,Very satisfied,Working class,More or less,Almst always wrg,No,No,1,28490
2010,369,Not applicable,Married,0,54,14,Very happy,Very happy,Good,Exciting,Sev times a year,Once a month,Sev times a year,Very satisfied,Working class,Satisfied,Not wrong at all,Yes,No,10,5828
2010,378,40,Married,0,46,14,Very happy,Very happy,Excellent,Exciting,Sev times a week,Sev times a week,Never,Very satisfied,Working class,More or less,Always wrong,No,No,2,23310
2010,386,Not applicable,Married,4,70,12,Very happy,Very happy,Excellent,Exciting,Almost daily,Sev times a year,Never,Very satisfied,Middle class,More or less,Always wrong,No,No,3,28490
2010,390,38,Married,0,20,12,Very happy,Very happy,Fair,Exciting,Sev times a week,Sev times a year,Never,A little dissat,Working class,More or less,Always wrong,No,No,0,8418
2010,396,45,Married,3,67,17,Pretty happy,Very happy,Good,Routine,Once a month,Sev times a week,Sev times a year,Very satisfied,Middle class,Satisfied,Sometimes wrong,No,No,3,119606
2010,398,27,Married,3,65,14,Pretty happy,Pretty happy,Good,Exciting,Sev times a week,Sev times a week,Sev times a year,Very dissatisfied,Working class,More or less,Almst always wrg,No,No,2,34965
2010,400,20,Married,1,59,14,Very happy,Very happy,Good,Exciting,Sev times a week,Once a month,Never,Very satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,3,51800
2010,413,Not applicable,Married,1,70,12,Pretty happy,Pretty happy,Good,Routine,Sev times a mnth,Sev times a week,Never,Not applicable,Middle class,Satisfied,Not wrong at all,No,Yes,7,34965
2010,425,39,Married,3,45,14,Pretty happy,Pretty happy,Good,Exciting,Almost daily,Sev times a year,Once a year,Very satisfied,Working class,More or less,Not wrong at all,No,No,1,42735
2010,448,44,Married,1,60,18,Very happy,Very happy,Fair,Exciting,Sev times a year,Once a month,Sev times a mnth,Very satisfied,Middle class,More or less,Not wrong at all,No,No,1,51800
2010,464,40,Married,0,27,16,Pretty happy,Very happy,Excellent,Exciting,Sev times a week,Sev times a mnth,Sev times a mnth,Very satisfied,Middle class,Satisfied,Not wrong at all,No,No,2,72520
2010,471,Not applicable,Married,1,66,16,Pretty happy,Very happy,Good,Exciting,Sev times a week,Sev times a mnth,Once a year,Not applicable,Middle class,Satisfied,Sometimes wrong,No,No,2,34965
2010,484,48,Married,6,60,13,Very happy,Very happy,Good,Exciting,Almost daily,Almost daily,Almost daily,Very satisfied,Working class,Not at all sat,Always wrong,No,Yes,3,19425
2010,487,Not applicable,Married,3,33,12,Very happy,Very happy,Good,Exciting,Sev times a week,Once a month,Never,Very satisfied,Working class,More or less,Always wrong,No,No,5,23310
2010,490,55,Married,2,39,16,Very happy,Very happy,Excellent,Exciting,Almost daily,Sev times a week,Almost daily,Very satisfied,Middle class,More or less,Not wrong at all,No,No,2,119606
2010,495,40,Married,2,31,13,Very happy,Very happy,Excellent,Exciting,Once a month,Once a year,Never,Very satisfied,Working class,Satisfied,Always wrong,No,No,0,28490
2010,504,Not applicable,Married,2,37,16,Pretty happy,Pretty happy,Excellent,Exciting,Sev times a year,Once a month,Sev times a year,Very satisfied,Middle class,Satisfied,Not wrong at all,No,No,0,119606
2010,507,Not applicable,Married,4,25,11,Very happy,Very happy,Excellent,Routine,Sev times a week,Sev times a week,Never,Very satisfied,Working class,More or less,Not wrong at all,No,No,5,16835
2010,510,50,Married,2,49,14,Pretty happy,Pretty happy,Good,Routine,Almost daily,Once a month,Sev times a week,Mod. satisfied,Working class,Satisfied,Not wrong at all,Yes,Yes,2,72520
2010,514,Not applicable,Married,2,66,15,Very happy,Very happy,Good,Exciting,Once a month,Once a month,Sev times a year,Not applicable,Working class,More or less,Not wrong at all,No,No,1,12303
2010,518,50,Married,0,53,16,Pretty happy,Pretty happy,Excellent,Routine,Once a month,Once a month,Sev times a mnth,Very satisfied,Middle class,More or less,Not wrong at all,No,No,2,119606
2010,522,32,Married,1,62,16,Pretty happy,Very happy,Excellent,Exciting,Sev times a mnth,Sev times a mnth,Never,Very satisfied,Middle class,More or less,Sometimes wrong,No,Yes,1,42735
2010,533,Not applicable,Married,3,55,16,Pretty happy,Pretty happy,Good,Exciting,Sev times a mnth,Sev times a year,Never,Very dissatisfied,Working class,Not at all sat,Not wrong at all,No,No,4,51800
2010,537,40,Married,2,51,18,Very happy,Very happy,Good,Exciting,Sev times a week,Sev times a mnth,Never,Mod. satisfied,Middle class,More or less,Always wrong,No,Yes,2,51800
2010,548,10,Married,2,32,16,Very happy,Very happy,Excellent,Exciting,Sev times a year,Once a month,Sev times a year,Very satisfied,Middle class,More or less,Always wrong,No,No,1,62160
2010,551,48,Married,7,48,18,Pretty happy,Very happy,Good,Routine,Sev times a year,Once a year,Never,Very satisfied,Middle class,More or less,Sometimes wrong,No,No,3,119606
2010,559,Not applicable,Married,1,29,13,Pretty happy,Very happy,Good,Routine,Sev times a mnth,Once a month,Never,Not applicable,Working class,More or less,Not wrong at all,No,No,2,11008
2010,564,Not applicable,Married,2,33,11,Very happy,Very happy,Fair,Exciting,Once a month,Sev times a week,Once a month,Mod. satisfied,Working class,Not at all sat,Almst always wrg,No,No,8,4662
2010,573,Not applicable,Married,2,88,16,Very happy,Very happy,Good,Routine,Once a year,Once a year,Sev times a year,Not applicable,Upper class,Satisfied,Almst always wrg,No,Yes,7,62160
2010,576,Not applicable,Married,3,69,12,Pretty happy,Very happy,Good,Routine,Sev times a week,Sev times a year,Once a year,Not applicable,Middle class,Satisfied,Always wrong,No,Refused,6,28490
2010,578,30,Married,3,58,20,Pretty happy,Pretty happy,Excellent,Exciting,Sev times a week,Sev times a year,Sev times a year,Very satisfied,Middle class,More or less,Always wrong,No,No,3,42735
2010,580,18,Married,3,58,13,Very happy,Very happy,Excellent,Exciting,Sev times a mnth,Sev times a mnth,Once a year,Very satisfied,Working class,More or less,Not wrong at all,No,Yes,3,14245
2010,582,Not applicable,Married,5,64,12,Very happy,Very happy,Excellent,Routine,Sev times a mnth,Sev times a year,Never,Not applicable,Lower class,Satisfied,Always wrong,No,Yes,3,19425
2010,594,Not applicable,Married,2,62,12,Very happy,Very happy,Excellent,Dull,Sev times a week,Sev times a mnth,Never,Not applicable,Middle class,More or less,Always wrong,No,Yes,2,42735
2010,598,41,Married,1,24,12,Pretty happy,Pretty happy,Good,Routine,Once a month,Sev times a mnth,Sev times a year,Very satisfied,Working class,Not at all sat,Not wrong at all,No,Yes,3,16835
2010,600,40,Married,3,68,13,Very happy,Very happy,Good,Exciting,Sev times a mnth,Once a month,Sev times a year,Very satisfied,Working class,Satisfied,Not wrong at all,No,Yes,2,19425
2010,601,Not applicable,Married,1,25,16,Very happy,Very happy,Excellent,Exciting,Sev times a week,Sev times a mnth,Once a year,Mod. satisfied,Working class,Not at all sat,Not wrong at all,No,No,1,28490
2010,605,Not applicable,Married,1,58,16,Pretty happy,Pretty happy,Poor,Exciting,Once a month,Once a month,Never,Not applicable,Working class,Not at all sat,Sometimes wrong,No,Yes,3,42735
2010,619,40,Married,1,56,12,Very happy,Pretty happy,Good,Exciting,Once a year,Sev times a mnth,Once a month,Very satisfied,Middle class,Satisfied,Not wrong at all,No,Yes,2,72520
2010,621,40,Married,4,34,16,Very happy,Very happy,Excellent,Routine,Once a month,Sev times a year,Once a month,Very satisfied,Middle class,Satisfied,Almst always wrg,No,No,2,28490
2010,636,Not applicable,Married,2,48,14,Pretty happy,Very happy,Good,Exciting,Sev times a mnth,Once a month,Sev times a year,No answer,Middle class,More or less,Always wrong,No,Yes,1,62160
2010,642,64,Married,2,28,12,Pretty happy,Pretty happy,Good,Routine,Sev times a mnth,Once a month,Once a year,Very satisfied,Working class,Not at all sat,Not wrong at all,No,Yes,1,8418
2010,647,Not applicable,Married,2,60,12,Pretty happy,Very happy,Good,Routine,Sev times a week,Sev times a mnth,Once a month,Not applicable,Middle class,More or less,Almst always wrg,No,Yes,3,19425
2010,649,28,Married,2,69,11,Not too happy,Pretty happy,Fair,Dull,Never,Never,Never,Very dissatisfied,Working class,Not at all sat,Almst always wrg,No,Yes,4,12303
2010,659,20,Married,2,57,15,Very happy,Very happy,Excellent,Exciting,Sev times a mnth,Once a month,Sev times a mnth,Very satisfied,Working class,Satisfied,Not wrong at all,No,No,1,19425
2010,661,50,Married,2,40,16,Very happy,Pretty happy,Good,Exciting,Sev times a year,Sev times a mnth,Sev times a mnth,Mod. satisfied,Middle class,Satisfied,Not wrong at all,No,No,3,51800
2010,666,Not applicable,Married,1,62,14,Pretty happy,Very happy,Fair,Exciting,Once a month,Once a month,Never,Not applicable,Middle class,Satisfied,Not wrong at all,Yes,Yes,8,28490
2010,678,Not applicable,Married,3,76,16,Pretty happy,Pretty happy,Fair,Routine,Once a year,Sev times a year,Once a year,Not applicable,Working class,More or less,Sometimes wrong,No,No,3,34965
2010,682,44,Married,0,25,10,Very happy,Very happy,Fair,Exciting,Sev times a week,Sev times a week,Sev times a week,Very satisfied,Working class,More or less,Not wrong at all,No,Yes,2,34965
2010,688,40,Married,2,45,12,Pretty happy,Pretty happy,Good,Routine,Once a month,Sev times a year,Sev times a mnth,Very satisfied,Working class,Satisfied,Always wrong,No,Yes,2,42735
2010,691,Not applicable,Married,3,88,8,Not too happy,Very happy,Fair,Routine,Sev times a mnth,Sev times a week,Never,Not applicable,Working class,Not at all sat,Always wrong,No,No,5,16835
2010,693,89,Married,2,50,14,Not too happy,Very happy,Fair,Routine,Once a month,Once a month,Never,A little dissat,Working class,Not at all sat,Always wrong,No,No,2,11008
2010,720,45,Married,2,45,19,Very happy,Very happy,Excellent,Exciting,Sev times a mnth,Sev times a mnth,Once a year,Very satisfied,Middle class,More or less,Not wrong at all,No,No,2,72520
2010,725,Not applicable,Married,2,50,14,Pretty happy,Very happy,Excellent,Routine,Once a month,Sev times a year,Once a month,A little dissat,Middle class,More or less,Sometimes wrong,No,Yes,14,34965
